	data	label
21275	[ 1. -1. -1. ...  0.  0.  0.]	32
21276	[-1.  1.  1. ... -1. -1. -1.]	45
21277	[ 1.  1. -1. ...  0.  0.  0.]	28
21278	[-1.  1.  1. ...  0.  0.  0.]	87
21279	[-1.  1. -1. ... -1. -1. -1.]	60
21280	[-1.  1.  1. ...  0.  0.  0.]	42
21281	[1. 1. 1. ... 0. 0. 0.]	54
21282	[ 1. -1.  1. ...  0.  0.  0.]	74
21283	[1. 1. 1. ... 0. 0. 0.]	66
21284	[ 1.  1. -1. ...  0.  0.  0.]	36
21285	[ 1.  1. -1. ...  1.  1.  1.]	52
21286	[ 1. -1.  1. ...  0.  0.  0.]	59
21287	[-1.  1. -1. ...  0.  0.  0.]	19
21288	[-1.  1.  1. ...  0.  0.  0.]	36
21289	[-1. -1. -1. ...  0.  0.  0.]	94
21290	[-1. -1.  1. ...  0.  0.  0.]	16
21291	[ 1.  1. -1. ...  0.  0.  0.]	75
21292	[-1.  1. -1. ... -1. -1. -1.]	45
21293	[ 1. -1.  1. ...  0.  0.  0.]	41
21294	[ 1. -1. -1. ...  0.  0.  0.]	7
21295	[ 1. -1.  1. ...  0.  0.  0.]	35
21296	[ 1. -1. -1. ... -1. -1. -1.]	45
21297	[ 1. -1.  1. ...  0.  0.  0.]	57
21298	[ 1. -1.  1. ...  0.  0.  0.]	25
21299	[ 1. -1.  1. ...  0.  0.  0.]	39
21300	[ 1. -1.  1. ... -1.  1. -1.]	63
21301	[ 1. -1. -1. ...  0.  0.  0.]	0
21302	[-1.  1.  1. ...  0.  0.  0.]	90
21303	[-1.  1.  1. ...  0.  0.  0.]	25
21304	[ 1. -1.  1. ...  0.  0.  0.]	50
21305	[ 1. -1. -1. ...  0.  0.  0.]	10
21306	[ 1. -1.  1. ...  0.  0.  0.]	23
21307	[-1.  1.  1. ...  0.  0.  0.]	83
21308	[-1.  1. -1. ... -1. -1.  1.]	49
21309	[ 1. -1.  1. ...  0.  0.  0.]	6
21310	[-1. -1. -1. ...  0.  0.  0.]	54
21311	[-1.  1. -1. ...  0.  0.  0.]	23
21312	[ 1. -1.  1. ...  0.  0.  0.]	63
21313	[ 1. -1. -1. ...  0.  0.  0.]	24
21314	[ 1.  1. -1. ...  0.  0.  0.]	84
21315	[-1.  1.  1. ...  0.  0.  0.]	54
21316	[-1.  1.  1. ...  0.  0.  0.]	77
21317	[ 1. -1. -1. ...  0.  0.  0.]	30
21318	[ 1. -1.  1. ...  0.  0.  0.]	37
21319	[ 1.  1. -1. ...  0.  0.  0.]	31
21320	[-1.  1.  1. ...  0.  0.  0.]	61
21321	[ 1. -1. -1. ...  0.  0.  0.]	73
21322	[ 1.  1. -1. ...  0.  0.  0.]	70
21323	[ 1. -1.  1. ...  0.  0.  0.]	25
21324	[ 1. -1. -1. ...  0.  0.  0.]	26
21325	[ 1.  1. -1. ... -1.  1.  1.]	49
21326	[-1.  1. -1. ...  0.  0.  0.]	78
21327	[ 1. -1.  1. ...  0.  0.  0.]	30
21328	[-1. -1.  1. ...  0.  0.  0.]	90
21329	[-1.  1. -1. ...  1.  1. -1.]	20
21330	[ 1.  1. -1. ...  0.  0.  0.]	61
21331	[-1.  1. -1. ...  0.  0.  0.]	41
21332	[-1. -1.  1. ...  0.  0.  0.]	94
21333	[-1.  1.  1. ...  0.  0.  0.]	94
21334	[-1. -1.  1. ...  0.  0.  0.]	75
21335	[ 1.  1. -1. ...  0.  0.  0.]	56
21336	[ 1. -1. -1. ...  0.  0.  0.]	24
21337	[ 1. -1. -1. ...  0.  0.  0.]	4
21338	[1. 1. 1. ... 0. 0. 0.]	17
21339	[ 1. -1.  1. ...  0.  0.  0.]	51
21340	[ 1. -1. -1. ...  0.  0.  0.]	66
21341	[-1. -1.  1. ...  0.  0.  0.]	32
21342	[-1.  1. -1. ...  0.  0.  0.]	9
21343	[ 1. -1. -1. ...  1.  1. -1.]	83
21344	[ 1.  1. -1. ...  0.  0.  0.]	23
21345	[-1. -1.  1. ...  0.  0.  0.]	50
21346	[-1.  1.  1. ...  0.  0.  0.]	34
21347	[-1. -1. -1. ... -1. -1. -1.]	47
21348	[-1. -1. -1. ...  0.  0.  0.]	28
21349	[ 1. -1.  1. ...  1. -1. -1.]	47
21350	[-1.  1. -1. ... -1. -1. -1.]	67
21351	[ 1. -1.  1. ...  1. -1. -1.]	91
21352	[ 1. -1. -1. ...  0.  0.  0.]	76
21353	[-1.  1. -1. ...  0.  0.  0.]	41
21354	[1. 1. 1. ... 0. 0. 0.]	65
21355	[ 1.  1.  1. ... -1. -1. -1.]	52
21356	[ 1.  1. -1. ...  0.  0.  0.]	78
21357	[ 1.  1. -1. ...  1. -1.  1.]	44
21358	[ 1. -1. -1. ...  0.  0.  0.]	61
21359	[-1.  1. -1. ...  0.  0.  0.]	78
21360	[ 1.  1. -1. ... -1. -1. -1.]	44
21361	[-1.  1. -1. ... -1.  1. -1.]	29
21362	[-1.  1.  1. ...  0.  0.  0.]	37
21363	[ 1. -1.  1. ...  0.  0.  0.]	63
21364	[ 1. -1.  1. ...  0.  0.  0.]	22
21365	[-1.  1. -1. ... -1. -1. -1.]	45
21366	[-1.  1. -1. ...  0.  0.  0.]	35
21367	[-1.  1. -1. ...  0.  0.  0.]	79
21368	[ 1. -1.  1. ... -1.  1.  1.]	6
21369	[-1.  1.  1. ...  0.  0.  0.]	62
21370	[ 1.  1. -1. ...  0.  0.  0.]	31
21371	[-1. -1. -1. ...  0.  0.  0.]	39
21372	[-1.  1.  1. ...  0.  0.  0.]	41
21373	[ 1. -1.  1. ...  0.  0.  0.]	2
21374	[-1.  1. -1. ...  0.  0.  0.]	29
21375	[1. 1. 1. ... 0. 0. 0.]	74
21376	[ 1.  1. -1. ...  0.  0.  0.]	18
21377	[-1.  1. -1. ...  0.  0.  0.]	56
21378	[-1.  1. -1. ... -1. -1. -1.]	52
21379	[ 1.  1. -1. ... -1. -1. -1.]	47
21380	[ 1. -1. -1. ... -1. -1.  1.]	69
21381	[-1. -1.  1. ... -1. -1.  1.]	44
21382	[ 1.  1. -1. ...  0.  0.  0.]	36
21383	[ 1. -1.  1. ...  0.  0.  0.]	18
21384	[-1. -1.  1. ...  0.  0.  0.]	19
21385	[-1.  1. -1. ...  0.  0.  0.]	88
21386	[ 1.  1. -1. ...  0.  0.  0.]	63
21387	[-1.  1. -1. ... -1. -1. -1.]	85
21388	[ 1. -1. -1. ...  0.  0.  0.]	6
21389	[ 1.  1. -1. ...  0.  0.  0.]	37
21390	[ 1.  1. -1. ...  0.  0.  0.]	33
21391	[1. 1. 1. ... 0. 0. 0.]	76
21392	[ 1. -1.  1. ...  0.  0.  0.]	22
21393	[ 1.  1.  1. ... -1. -1. -1.]	47
21394	[-1. -1.  1. ...  0.  0.  0.]	41
21395	[-1. -1. -1. ...  0.  0.  0.]	87
21396	[-1.  1.  1. ... -1. -1. -1.]	33
21397	[ 1.  1. -1. ...  0.  0.  0.]	77
21398	[ 1. -1.  1. ... -1. -1. -1.]	60
21399	[-1. -1. -1. ...  0.  0.  0.]	94
21400	[-1.  1.  1. ...  0.  0.  0.]	61
21401	[1. 1. 1. ... 0. 0. 0.]	19
21402	[ 1. -1.  1. ...  0.  0.  0.]	23
21403	[ 1. -1.  1. ...  0.  0.  0.]	31
21404	[ 1. -1.  1. ...  0.  0.  0.]	67
21405	[-1. -1.  1. ... -1.  1.  1.]	69
21406	[-1.  1.  1. ...  0.  0.  0.]	68
21407	[ 1.  1. -1. ... -1. -1. -1.]	68
21408	[ 1.  1.  1. ... -1. -1. -1.]	91
21409	[-1.  1.  1. ...  0.  0.  0.]	82
21410	[ 1. -1.  1. ...  0.  0.  0.]	2
21411	[ 1. -1.  1. ...  0.  0.  0.]	23
21412	[ 1.  1. -1. ...  0.  0.  0.]	89
21413	[1. 1. 1. ... 0. 0. 0.]	82
21414	[-1.  1.  1. ...  0.  0.  0.]	10
21415	[ 1. -1.  1. ...  0.  0.  0.]	16
21416	[-1.  1. -1. ... -1. -1.  1.]	52
21417	[-1. -1. -1. ...  1.  1.  1.]	91
21418	[ 1.  1. -1. ...  0.  0.  0.]	39
21419	[ 1. -1.  1. ...  0.  0.  0.]	82
21420	[ 1. -1.  1. ...  0.  0.  0.]	14
21421	[-1.  1.  1. ...  0.  0.  0.]	79
21422	[ 1.  1. -1. ...  0.  0.  0.]	49
21423	[ 1. -1. -1. ...  0.  0.  0.]	34
21424	[-1. -1.  1. ...  0.  0.  0.]	23
21425	[ 1. -1. -1. ...  0.  0.  0.]	7
21426	[ 1. -1. -1. ...  0.  0.  0.]	32
21427	[ 1. -1. -1. ... -1. -1. -1.]	21
21428	[1. 1. 1. ... 0. 0. 0.]	40
21429	[ 1.  1. -1. ...  0.  0.  0.]	64
21430	[ 1.  1. -1. ...  0.  0.  0.]	57
21431	[-1.  1. -1. ... -1. -1. -1.]	58
21432	[ 1. -1.  1. ...  0.  0.  0.]	1
21433	[ 1. -1. -1. ...  0.  0.  0.]	29
21434	[-1.  1.  1. ... -1. -1.  1.]	47
21435	[ 1. -1.  1. ...  0.  0.  0.]	19
21436	[-1. -1. -1. ...  0.  0.  0.]	31
21437	[-1.  1.  1. ...  0.  0.  0.]	72
21438	[ 1.  1. -1. ... -1. -1. -1.]	21
21439	[-1. -1.  1. ...  0.  0.  0.]	40
21440	[-1. -1.  1. ...  0.  0.  0.]	17
21441	[ 1. -1.  1. ...  0.  0.  0.]	1
21442	[-1. -1.  1. ... -1. -1.  1.]	48
21443	[ 1. -1.  1. ...  0.  0.  0.]	51
21444	[ 1. -1.  1. ...  0.  0.  0.]	40
21445	[ 1. -1. -1. ...  0.  0.  0.]	92
21446	[-1. -1.  1. ...  0.  0.  0.]	84
21447	[-1.  1.  1. ...  0.  0.  0.]	53
21448	[-1.  1. -1. ...  0.  0.  0.]	31
21449	[ 1. -1. -1. ...  0.  0.  0.]	11
21450	[-1.  1.  1. ...  0.  0.  0.]	88
21451	[ 1. -1. -1. ...  0.  0.  0.]	90
21452	[ 1. -1.  1. ...  0.  0.  0.]	4
21453	[-1. -1. -1. ...  0.  0.  0.]	90
21454	[ 1.  1. -1. ...  0.  0.  0.]	82
21455	[ 1.  1. -1. ... -1. -1. -1.]	13
21456	[ 1. -1.  1. ...  0.  0.  0.]	8
21457	[-1.  1.  1. ...  0.  0.  0.]	90
21458	[-1. -1.  1. ...  0.  0.  0.]	54
21459	[-1.  1.  1. ...  0.  0.  0.]	53
21460	[-1.  1. -1. ...  0.  0.  0.]	38
21461	[ 1. -1. -1. ...  0.  0.  0.]	5
21462	[-1.  1. -1. ...  0.  0.  0.]	66
21463	[ 1. -1. -1. ...  0.  0.  0.]	14
21464	[1. 1. 1. ... 0. 0. 0.]	33
21465	[-1.  1.  1. ...  0.  0.  0.]	65
21466	[ 1. -1.  1. ...  0.  0.  0.]	18
21467	[ 1. -1. -1. ...  0.  0.  0.]	6
21468	[ 1. -1. -1. ...  0.  0.  0.]	77
21469	[-1.  1. -1. ... -1. -1. -1.]	45
21470	[-1.  1. -1. ...  0.  0.  0.]	43
21471	[ 1. -1.  1. ... -1. -1. -1.]	52
21472	[-1. -1.  1. ... -1. -1. -1.]	45
21473	[ 1.  1. -1. ...  0.  0.  0.]	31
21474	[ 1. -1. -1. ...  0.  0.  0.]	0
21475	[-1. -1.  1. ...  1. -1.  1.]	83
21476	[ 1. -1. -1. ...  0.  0.  0.]	27
21477	[ 1.  1. -1. ... -1. -1. -1.]	20
21478	[ 1.  1. -1. ...  0.  0.  0.]	68
21479	[ 1. -1.  1. ...  0.  0.  0.]	6
21480	[ 1.  1. -1. ...  1. -1. -1.]	44
21481	[-1.  1. -1. ...  0.  0.  0.]	93
21482	[ 1.  1. -1. ...  0.  0.  0.]	32
21483	[-1. -1. -1. ... -1. -1. -1.]	48
21484	[1. 1. 1. ... 0. 0. 0.]	74
21485	[ 1. -1. -1. ...  0.  0.  0.]	3
21486	[-1.  1.  1. ...  0.  0.  0.]	86
21487	[ 1. -1. -1. ...  1. -1. -1.]	21
21488	[-1. -1.  1. ...  0.  0.  0.]	24
21489	[ 1.  1. -1. ...  0.  0.  0.]	35
21490	[ 1. -1.  1. ... -1. -1. -1.]	58
21491	[ 1.  1. -1. ...  0.  0.  0.]	26
21492	[-1.  1.  1. ...  0.  0.  0.]	89
21493	[ 1. -1.  1. ...  0.  0.  0.]	37
21494	[-1.  1.  1. ... -1. -1. -1.]	58
21495	[ 1. -1.  1. ... -1. -1. -1.]	21
21496	[1. 1. 1. ... 0. 0. 0.]	65
21497	[ 1. -1. -1. ...  0.  0.  0.]	55
21498	[ 1. -1.  1. ... -1. -1. -1.]	45
21499	[ 1.  1. -1. ... -1. -1. -1.]	47
21500	[ 1. -1. -1. ...  0.  0.  0.]	9
21501	[ 1. -1.  1. ...  0.  0.  0.]	11
21502	[ 1. -1.  1. ...  0.  0.  0.]	39
21503	[ 1. -1.  1. ...  0.  0.  0.]	74
21504	[ 1. -1. -1. ...  0.  0.  0.]	3
21505	[ 1. -1.  1. ...  0.  0.  0.]	51
21506	[ 1. -1.  1. ...  0.  0.  0.]	7
21507	[ 1. -1.  1. ...  0.  0.  0.]	14
21508	[1. 1. 1. ... 0. 0. 0.]	36
21509	[ 1.  1. -1. ...  0.  0.  0.]	88
21510	[ 1. -1.  1. ...  0.  0.  0.]	43
21511	[ 1. -1.  1. ...  0.  0.  0.]	59
21512	[ 1.  1. -1. ...  0.  0.  0.]	26
21513	[-1.  1. -1. ...  0.  0.  0.]	87
21514	[1. 1. 1. ... 0. 0. 0.]	63
21515	[ 1.  1. -1. ...  0.  0.  0.]	35
21516	[ 1. -1.  1. ...  0.  0.  0.]	7
21517	[ 1. -1.  1. ... -1. -1. -1.]	42
21518	[1. 1. 1. ... 0. 0. 0.]	66
21519	[ 1. -1. -1. ...  0.  0.  0.]	40
21520	[ 1. -1.  1. ...  0.  0.  0.]	8
21521	[ 1.  1.  1. ... -1. -1. -1.]	52
21522	[-1.  1. -1. ...  0.  0.  0.]	42
21523	[ 1. -1.  1. ...  0.  0.  0.]	55
21524	[-1. -1. -1. ...  0.  0.  0.]	74
21525	[ 1. -1.  1. ...  0.  0.  0.]	40
21526	[-1.  1. -1. ...  0.  0.  0.]	64
21527	[-1.  1.  1. ... -1. -1. -1.]	44
21528	[ 1. -1.  1. ...  0.  0.  0.]	30
21529	[ 1. -1.  1. ...  0.  0.  0.]	9
21530	[ 1. -1. -1. ... -1. -1. -1.]	60
21531	[ 1. -1. -1. ... -1. -1. -1.]	21
21532	[ 1. -1. -1. ...  0.  0.  0.]	36
21533	[-1.  1. -1. ...  0.  0.  0.]	1
21534	[ 1.  1. -1. ...  0.  0.  0.]	18
21535	[ 1.  1. -1. ...  0.  0.  0.]	22
21536	[-1.  1.  1. ...  0.  0.  0.]	89
21537	[-1.  1. -1. ... -1. -1. -1.]	48
21538	[ 1.  1. -1. ... -1.  1. -1.]	80
21539	[ 1. -1.  1. ...  0.  0.  0.]	4
21540	[ 1. -1. -1. ...  0.  0.  0.]	66
21541	[ 1.  1.  1. ... -1. -1. -1.]	44
21542	[ 1. -1.  1. ...  0.  0.  0.]	41
21543	[ 1.  1. -1. ...  0.  0.  0.]	50
21544	[ 1. -1.  1. ...  0.  0.  0.]	38
21545	[-1. -1. -1. ...  0.  0.  0.]	57
21546	[-1.  1.  1. ...  0.  0.  0.]	29
21547	[-1.  1. -1. ... -1. -1. -1.]	21
21548	[ 1.  1. -1. ...  1.  1.  1.]	83
21549	[-1.  1.  1. ... -1.  1. -1.]	49
21550	[ 1. -1.  1. ...  0.  0.  0.]	5
21551	[-1.  1.  1. ...  0.  0.  0.]	15
21552	[ 1. -1.  1. ... -1. -1.  1.]	60
21553	[-1.  1.  1. ...  0.  0.  0.]	74
21554	[ 1.  1. -1. ...  0.  0.  0.]	34
21555	[-1.  1. -1. ...  0.  0.  0.]	8
21556	[ 1. -1.  1. ...  0.  0.  0.]	36
21557	[-1.  1. -1. ...  0.  0.  0.]	90
21558	[ 1. -1.  1. ... -1. -1. -1.]	21
21559	[-1. -1. -1. ...  0.  0.  0.]	51
21560	[-1. -1. -1. ...  0.  0.  0.]	31
21561	[ 1.  1. -1. ...  0.  0.  0.]	5
21562	[ 1. -1.  1. ...  0.  0.  0.]	38
21563	[-1. -1. -1. ... -1.  1. -1.]	52
21564	[-1.  1. -1. ...  0.  0.  0.]	34
21565	[ 1.  1. -1. ...  0.  0.  0.]	81
21566	[ 1. -1. -1. ...  0.  0.  0.]	59
21567	[-1. -1.  1. ...  0.  0.  0.]	88
21568	[ 1. -1. -1. ...  0.  0.  0.]	76
21569	[ 1. -1.  1. ...  0.  0.  0.]	43
21570	[-1.  1. -1. ... -1. -1. -1.]	49
21571	[ 1. -1.  1. ...  0.  0.  0.]	7
21572	[ 1. -1.  1. ...  1.  1. -1.]	33
21573	[-1.  1.  1. ...  0.  0.  0.]	39
21574	[ 1.  1. -1. ... -1. -1.  1.]	17
21575	[1. 1. 1. ... 0. 0. 0.]	93
21576	[ 1. -1. -1. ...  0.  0.  0.]	3
21577	[1. 1. 1. ... 0. 0. 0.]	50
21578	[-1.  1. -1. ...  1. -1. -1.]	69
21579	[-1.  1.  1. ...  0.  0.  0.]	75
21580	[-1.  1.  1. ...  1.  1.  1.]	48
21581	[ 1.  1. -1. ... -1. -1. -1.]	33
21582	[ 1. -1.  1. ...  0.  0.  0.]	34
21583	[-1.  1.  1. ...  0.  0.  0.]	82
21584	[1. 1. 1. ... 0. 0. 0.]	39
21585	[ 1. -1.  1. ...  0.  0.  0.]	62
21586	[-1. -1. -1. ...  0.  0.  0.]	87
21587	[1. 1. 1. ... 0. 0. 0.]	76
21588	[ 1. -1. -1. ...  0.  0.  0.]	0
21589	[-1.  1. -1. ...  0.  0.  0.]	59
21590	[-1. -1. -1. ...  0.  0.  0.]	59
21591	[ 1. -1.  1. ...  0.  0.  0.]	36
21592	[ 1.  1. -1. ...  0.  0.  0.]	79
21593	[ 1. -1. -1. ...  0.  0.  0.]	40
21594	[ 1.  1. -1. ...  0.  0.  0.]	63
21595	[-1.  1.  1. ...  0.  0.  0.]	39
21596	[ 1.  1. -1. ...  0.  0.  0.]	14
21597	[ 1.  1. -1. ... -1. -1. -1.]	52
21598	[ 1. -1. -1. ...  0.  0.  0.]	31
21599	[ 1.  1. -1. ...  0.  0.  0.]	64
21600	[ 1. -1.  1. ...  0.  0.  0.]	74
21601	[1. 1. 1. ... 0. 0. 0.]	15
21602	[1. 1. 1. ... 0. 0. 0.]	65
21603	[-1.  1.  1. ...  0.  0.  0.]	87
21604	[ 1.  1. -1. ...  0.  0.  0.]	74
21605	[ 1. -1.  1. ...  0.  0.  0.]	12
21606	[ 1. -1.  1. ...  0.  0.  0.]	31
21607	[ 1. -1. -1. ...  0.  0.  0.]	25
21608	[-1.  1. -1. ... -1.  1.  1.]	78
21609	[-1.  1. -1. ...  0.  0.  0.]	76
21610	[ 1. -1. -1. ...  0.  0.  0.]	4
21611	[ 1. -1. -1. ...  0.  0.  0.]	65
21612	[ 1.  1. -1. ...  0.  0.  0.]	72
21613	[-1.  1. -1. ...  0.  0.  0.]	43
21614	[-1.  1.  1. ...  0.  0.  0.]	51
21615	[-1.  1. -1. ...  0.  0.  0.]	41
21616	[ 1. -1.  1. ... -1.  1. -1.]	44
21617	[-1. -1.  1. ... -1. -1. -1.]	85
21618	[-1.  1. -1. ... -1. -1. -1.]	85
21619	[ 1. -1.  1. ...  0.  0.  0.]	15
21620	[ 1. -1.  1. ...  0.  0.  0.]	8
21621	[ 1. -1.  1. ...  0.  0.  0.]	30
21622	[ 1. -1.  1. ...  0.  0.  0.]	37
21623	[ 1.  1. -1. ...  0.  0.  0.]	84
21624	[ 1.  1. -1. ...  0.  0.  0.]	65
21625	[-1. -1.  1. ...  0.  0.  0.]	84
21626	[-1. -1.  1. ... -1. -1. -1.]	44
21627	[1. 1. 1. ... 0. 0. 0.]	53
21628	[-1. -1.  1. ... -1. -1. -1.]	52
21629	[-1.  1. -1. ...  0.  0.  0.]	84
21630	[ 1.  1. -1. ...  0.  0.  0.]	56
21631	[ 1.  1. -1. ...  0.  0.  0.]	32
21632	[ 1. -1.  1. ...  0.  0.  0.]	30
21633	[ 1. -1.  1. ...  0.  0.  0.]	23
21634	[-1.  1.  1. ...  0.  0.  0.]	51
21635	[ 1. -1.  1. ...  0.  0.  0.]	30
21636	[ 1.  1. -1. ...  0.  0.  0.]	34
21637	[ 1. -1. -1. ...  0.  0.  0.]	54
21638	[1. 1. 1. ... 0. 0. 0.]	23
21639	[-1. -1.  1. ... -1. -1. -1.]	17
21640	[ 1.  1. -1. ...  0.  0.  0.]	84
21641	[ 1. -1.  1. ...  0.  0.  0.]	72
21642	[-1.  1. -1. ...  0.  0.  0.]	87
21643	[ 1. -1.  1. ...  0.  0.  0.]	15
21644	[ 1. -1.  1. ...  0.  0.  0.]	17
21645	[ 1. -1.  1. ...  0.  0.  0.]	81
21646	[ 1.  1. -1. ...  0.  0.  0.]	65
21647	[-1.  1. -1. ...  0.  0.  0.]	56
21648	[ 1. -1.  1. ...  0.  0.  0.]	32
21649	[-1.  1. -1. ...  0.  0.  0.]	77
21650	[-1.  1. -1. ...  0.  0.  0.]	62
21651	[ 1.  1. -1. ...  0.  0.  0.]	58
21652	[ 1.  1. -1. ...  0.  0.  0.]	68
21653	[ 1. -1.  1. ...  0.  0.  0.]	35
21654	[-1.  1.  1. ...  0.  0.  0.]	67
21655	[ 1. -1.  1. ...  0.  0.  0.]	14
21656	[ 1. -1.  1. ...  0.  0.  0.]	37
21657	[ 1. -1. -1. ...  0.  0.  0.]	1
21658	[-1. -1.  1. ...  0.  0.  0.]	79
21659	[1. 1. 1. ... 0. 0. 0.]	71
21660	[1. 1. 1. ... 0. 0. 0.]	26
21661	[-1.  1.  1. ... -1. -1. -1.]	52
21662	[ 1. -1.  1. ...  0.  0.  0.]	17
21663	[ 1.  1. -1. ...  0.  0.  0.]	51
21664	[ 1. -1. -1. ...  0.  0.  0.]	16
21665	[-1.  1.  1. ...  0.  0.  0.]	11
21666	[ 1.  1. -1. ...  0.  0.  0.]	12
21667	[ 1. -1.  1. ...  0.  0.  0.]	18
21668	[ 1. -1.  1. ...  0.  0.  0.]	50
21669	[ 1. -1. -1. ...  0.  0.  0.]	29
21670	[-1.  1. -1. ... -1. -1. -1.]	52
21671	[ 1. -1.  1. ... -1. -1. -1.]	85
21672	[-1. -1.  1. ...  0.  0.  0.]	24
21673	[ 1.  1. -1. ...  0.  0.  0.]	27
21674	[-1.  1. -1. ...  0.  0.  0.]	51
21675	[-1.  1. -1. ...  0.  0.  0.]	50
21676	[-1.  1. -1. ...  1. -1. -1.]	69
21677	[-1.  1. -1. ...  1.  1. -1.]	69
21678	[ 1. -1.  1. ...  0.  0.  0.]	7
21679	[ 1.  1. -1. ... -1.  1. -1.]	44
21680	[ 1.  1. -1. ... -1.  1. -1.]	45
21681	[ 1. -1.  1. ...  0.  0.  0.]	25
21682	[ 1. -1.  1. ...  1.  1. -1.]	10
21683	[ 1. -1. -1. ...  0.  0.  0.]	88
21684	[ 1. -1. -1. ...  0.  0.  0.]	61
21685	[1. 1. 1. ... 0. 0. 0.]	87
21686	[ 1. -1.  1. ... -1. -1. -1.]	10
21687	[-1.  1. -1. ...  0.  0.  0.]	28
21688	[-1.  1.  1. ...  0.  0.  0.]	19
21689	[-1.  1.  1. ...  0.  0.  0.]	31
21690	[-1.  1.  1. ...  0.  0.  0.]	40
21691	[ 1. -1. -1. ...  0.  0.  0.]	2
21692	[ 1.  1.  1. ... -1. -1. -1.]	58
21693	[ 1. -1.  1. ...  0.  0.  0.]	50
21694	[-1. -1.  1. ...  0.  0.  0.]	77
21695	[ 1. -1.  1. ...  1. -1. -1.]	67
21696	[ 1. -1.  1. ...  0.  0.  0.]	49
21697	[ 1. -1.  1. ...  0.  0.  0.]	39
21698	[ 1. -1.  1. ...  0.  0.  0.]	16
21699	[ 1. -1.  1. ...  0.  0.  0.]	32
21700	[ 1. -1.  1. ...  0.  0.  0.]	25
21701	[ 1. -1.  1. ...  0.  0.  0.]	31
21702	[ 1. -1.  1. ...  0.  0.  0.]	65
21703	[ 1.  1. -1. ...  0.  0.  0.]	14
21704	[ 1. -1.  1. ...  0.  0.  0.]	37
21705	[-1. -1.  1. ...  0.  0.  0.]	77
21706	[ 1. -1.  1. ...  0.  0.  0.]	2
21707	[ 1. -1.  1. ...  0.  0.  0.]	4
21708	[-1.  1.  1. ...  1. -1. -1.]	47
21709	[ 1. -1.  1. ...  0.  0.  0.]	35
21710	[ 1. -1.  1. ... -1. -1.  1.]	60
21711	[-1.  1.  1. ... -1. -1. -1.]	21
21712	[ 1. -1.  1. ... -1. -1. -1.]	44
21713	[ 1.  1. -1. ...  0.  0.  0.]	36
21714	[ 1.  1. -1. ... -1. -1. -1.]	13
21715	[ 1.  1. -1. ...  0.  0.  0.]	11
21716	[ 1. -1.  1. ...  0.  0.  0.]	3
21717	[1. 1. 1. ... 0. 0. 0.]	87
21718	[ 1. -1.  1. ...  0.  0.  0.]	16
21719	[ 1. -1.  1. ... -1. -1.  1.]	69
21720	[ 1. -1.  1. ...  0.  0.  0.]	13
21721	[ 1. -1. -1. ... -1. -1. -1.]	83
21722	[-1.  1.  1. ...  0.  0.  0.]	76
21723	[ 1.  1. -1. ...  0.  0.  0.]	22
21724	[-1.  1. -1. ...  0.  0.  0.]	25
21725	[ 1. -1.  1. ...  0.  0.  0.]	23
21726	[ 1. -1.  1. ...  0.  0.  0.]	0
21727	[-1. -1.  1. ...  0.  0.  0.]	75
21728	[1. 1. 1. ... 0. 0. 0.]	62
21729	[ 1.  1. -1. ...  0.  0.  0.]	33
21730	[-1. -1.  1. ...  0.  0.  0.]	79
21731	[ 1.  1. -1. ...  0.  0.  0.]	66
21732	[ 1.  1. -1. ... -1. -1. -1.]	20
21733	[ 1. -1.  1. ...  0.  0.  0.]	2
21734	[-1.  1. -1. ... -1. -1. -1.]	33
21735	[ 1. -1.  1. ...  0.  0.  0.]	27
21736	[-1. -1.  1. ...  0.  0.  0.]	35
21737	[ 1. -1. -1. ...  0.  0.  0.]	5
21738	[ 1. -1.  1. ...  0.  0.  0.]	31
21739	[-1. -1. -1. ...  0.  0.  0.]	87
21740	[-1.  1. -1. ...  0.  0.  0.]	54
21741	[ 1.  1. -1. ...  0.  0.  0.]	15
21742	[ 1. -1. -1. ...  0.  0.  0.]	8
21743	[ 1.  1. -1. ...  0.  0.  0.]	50
21744	[ 1.  1. -1. ...  0.  0.  0.]	40
21745	[-1. -1.  1. ...  0.  0.  0.]	59
21746	[ 1. -1. -1. ...  0.  0.  0.]	14
21747	[ 1. -1.  1. ...  0.  0.  0.]	57
21748	[-1. -1.  1. ... -1. -1. -1.]	44
21749	[ 1. -1.  1. ...  0.  0.  0.]	5
21750	[-1.  1.  1. ...  0.  0.  0.]	79
21751	[ 1. -1.  1. ...  0.  0.  0.]	39
21752	[1. 1. 1. ... 0. 0. 0.]	93
21753	[ 1. -1.  1. ...  0.  0.  0.]	7
21754	[-1. -1.  1. ...  0.  0.  0.]	87
21755	[ 1. -1.  1. ... -1. -1. -1.]	48
21756	[ 1. -1. -1. ...  0.  0.  0.]	16
21757	[1. 1. 1. ... 0. 0. 0.]	60
21758	[ 1. -1.  1. ...  0.  0.  0.]	75
21759	[ 1. -1.  1. ... -1. -1. -1.]	49
21760	[ 1. -1. -1. ...  0.  0.  0.]	63
21761	[ 1.  1. -1. ...  0.  0.  0.]	88
21762	[ 1.  1. -1. ...  0.  0.  0.]	88
21763	[ 1.  1. -1. ... -1.  1. -1.]	83
21764	[ 1.  1. -1. ... -1. -1. -1.]	45
